path,transcript,emotion,speaker
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_life_sad.wav,life,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_limb_sad.wav,limb,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_live_sad.wav,live,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_loaf_sad.wav,loaf,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_long_sad.wav,long,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_lore_sad.wav,lore,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_lose_sad.wav,lose,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_lot_sad.wav,lot,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_love_sad.wav,love,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_luck_sad.wav,luck,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_make_sad.wav,make,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_match_sad.wav,match,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_merge_sad.wav,merge,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_mess_sad.wav,mess,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_met_sad.wav,met,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_mill_sad.wav,mill,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_mob_sad.wav,mob,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_mode_sad.wav,mode,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_mood_sad.wav,mood,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_moon_sad.wav,moon,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_mop_sad.wav,mop,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_mouse_sad.wav,mouse,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_nag_sad.wav,nag,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_name_sad.wav,name,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_near_sad.wav,near,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_neat_sad.wav,neat,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_nice_sad.wav,nice,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_note_sad.wav,note,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_numb_sad.wav,numb,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_pad_sad.wav,pad,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_page_sad.wav,page,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_pain_sad.wav,pain,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_pass_sad.wav,pass,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_pearl_sad.wav,pearl,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_peg_sad.wav,peg,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_perch_sad.wav,perch,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_phone_sad.wav,phone,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_pick_sad.wav,pick,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_pike_sad.wav,pike,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_pole_sad.wav,pole,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_pool_sad.wav,pool,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_puff_sad.wav,puff,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_rag_sad.wav,rag,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_raid_sad.wav,raid,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_rain_sad.wav,rain,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_raise_sad.wav,raise,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_rat_sad.wav,rat,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_reach_sad.wav,reach,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_read_sad.wav,read,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_red_sad.wav,red,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_ring_sad.wav,ring,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_ripe_sad.wav,ripe,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_road_sad.wav,road,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_room_sad.wav,room,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_rose_sad.wav,rose,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_rot_sad.wav,rot,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_rough_sad.wav,rough,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_rush_sad.wav,rush,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_said_sad.wav,said,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_sail_sad.wav,sail,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_search_sad.wav,search,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_seize_sad.wav,seize,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_sell_sad.wav,sell,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_shack_sad.wav,shack,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_shall_sad.wav,shall,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_shawl_sad.wav,shawl,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_sheep_sad.wav,sheep,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_shirt_sad.wav,shirt,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_should_sad.wav,should,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_shout_sad.wav,shout,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_size_sad.wav,size,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_soap_sad.wav,soap,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_soup_sad.wav,soup,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_sour_sad.wav,sour,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_south_sad.wav,south,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_sub_sad.wav,sub,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_such_sad.wav,such,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_sure_sad.wav,sure,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_take_sad.wav,take,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_talk_sad.wav,talk,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_tape_sad.wav,tape,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_team_sad.wav,team,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_tell_sad.wav,tell,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_thin_sad.wav,thin,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_third_sad.wav,third,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_thought_sad.wav,thought,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_thumb_sad.wav,thumb,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_time_sad.wav,time,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_tip_sad.wav,tip,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_tire_sad.wav,tire,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_ton_sad.wav,ton,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_tool_sad.wav,tool,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_tough_sad.wav,tough,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_turn_sad.wav,turn,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_vine_sad.wav,vine,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_voice_sad.wav,voice,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_void_sad.wav,void,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_vote_sad.wav,vote,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_wag_sad.wav,wag,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_walk_sad.wav,walk,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_wash_sad.wav,wash,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_week_sad.wav,week,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_wheat_sad.wav,wheat,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_when_sad.wav,when,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_which_sad.wav,which,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_whip_sad.wav,whip,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_white_sad.wav,white,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_wife_sad.wav,wife,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_wire_sad.wav,wire,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_witch_sad.wav,witch,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_yearn_sad.wav,yearn,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_yes_sad.wav,yes,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_young_sad.wav,young,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_Sad/OAF_youth_sad.wav,youth,sad,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_back_angry.wav,back,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_bar_angry.wav,bar,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_base_angry.wav,base,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_bath_angry.wav,bath,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_bean_angry.wav,bean,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_beg_angry.wav,beg,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_bite_angry.wav,bite,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_boat_angry.wav,boat,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_bone_angry.wav,bone,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_book_angry.wav,book,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_bought_angry.wav,bought,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_burn_angry.wav,burn,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_cab_angry.wav,cab,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_calm_angry.wav,calm,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_came_angry.wav,came,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_cause_angry.wav,cause,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_chain_angry.wav,chain,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_chair_angry.wav,chair,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_chalk_angry.wav,chalk,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_chat_angry.wav,chat,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_check_angry.wav,check,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_cheek_angry.wav,cheek,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_chief_angry.wav,chief,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_choice_angry.wav,choice,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_cool_angry.wav,cool,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_dab_angry.wav,dab,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_date_angry.wav,date,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_dead_angry.wav,dead,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_death_angry.wav,death,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_deep_angry.wav,deep,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_dime_angry.wav,dime,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_dip_angry.wav,dip,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_ditch_angry.wav,ditch,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_dodge_angry.wav,dodge,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_dog_angry.wav,dog,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_doll_angry.wav,doll,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_door_angry.wav,door,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_fail_angry.wav,fail,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_fall_angry.wav,fall,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_far_angry.wav,far,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_fat_angry.wav,fat,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_fit_angry.wav,fit,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_five_angry.wav,five,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_food_angry.wav,food,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_gap_angry.wav,gap,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_gas_angry.wav,gas,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_gaze_angry.wav,gaze,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_germ_angry.wav,germ,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_get_angry.wav,get,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_gin_angry.wav,gin,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_goal_angry.wav,goal,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_good_angry.wav,good,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_goose_angry.wav,goose,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_gun_angry.wav,gun,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_half_angry.wav,half,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_hall_angry.wav,hall,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_hash_angry.wav,hash,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_hate_angry.wav,hate,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_have_angry.wav,have,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_haze_angry.wav,haze,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_hire_angry.wav,hire,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_hit_angry.wav,hit,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_hole_angry.wav,hole,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_home_angry.wav,home,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_hurl_angry.wav,hurl,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_hush_angry.wav,hush,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_jail_angry.wav,jail,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_jar_angry.wav,jar,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_join_angry.wav,join,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_judge_angry.wav,judge,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_jug_angry.wav,jug,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_juice_angry.wav,juice,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_keen_angry.wav,keen,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_keep_angry.wav,keep,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_keg_angry.wav,keg,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_kick_angry.wav,kick,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_kill_angry.wav,kill,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_king_angry.wav,king,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_kite_angry.wav,kite,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_knock_angry.wav,knock,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_late_angry.wav,late,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_laud_angry.wav,laud,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_lean_angry.wav,lean,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_learn_angry.wav,learn,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_lease_angry.wav,lease,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_lid_angry.wav,lid,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_life_angry.wav,life,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_limb_angry.wav,limb,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_live_angry.wav,live,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_loaf_angry.wav,loaf,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_long_angry.wav,long,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_lore_angry.wav,lore,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_lose_angry.wav,lose,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_lot_angry.wav,lot,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_love_angry.wav,love,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_luck_angry.wav,luck,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_make_angry.wav,make,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_match_angry.wav,match,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_merge_angry.wav,merge,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_mess_angry.wav,mess,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_met_angry.wav,met,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_mill_angry.wav,mill,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_mob_angry.wav,mob,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_mode_angry.wav,mode,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_mood_angry.wav,mood,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_moon_angry.wav,moon,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_mop_angry.wav,mop,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_mouse_angry.wav,mouse,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_nag_angry.wav,nag,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_name_angry.wav,name,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_near_angry.wav,near,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_neat_angry.wav,neat,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_nice_angry.wav,nice,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_note_angry.wav,note,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_numb_angry.wav,numb,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_pad_angry.wav,pad,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_page_angry.wav,page,angry,OAF
/Users/shrehithasureddy/Downloads/emotion_label/data/TESS/OAF_angry/OAF_pain_angry.wav,pain,angry,OAF
